[4, 34, 54, 70, 76, 83, 91, 106, 111, 120, 126, 132, 135, 144, 159, 172, 180, 189, 205, 210, 219]
[4, 34, 54, 70, 81, 88, 91, 105, 117, 125, 136, 139, 146, 159, 173, 181, 189, 195, 209, 212, 219]
[4, 34, 54, 70, 81, 88, 91, 106, 119, 125, 136, 139, 148, 159, 173, 180, 189, 194, 207, 212, 220]
[34, 54, 69, 77, 86, 98, 101, 110, 119, 126, 132, 144, 153, 159, 164, 175, 182, 185, 190, 208, 215]
[4, 34, 54, 70, 76, 84, 91, 105, 119, 125, 136, 139, 146, 159, 173, 180, 189, 193, 202, 210, 219]
[4, 34, 54, 70, 81, 88, 91, 106, 108, 116, 125, 136, 144, 156, 172, 173, 180, 189, 202, 208, 215]
[4, 34, 54, 70, 81, 88, 91, 106, 119, 125, 136, 139, 146, 159, 173, 180, 189, 192, 205, 208, 215]
[4, 34, 54, 70, 81, 88, 91, 104, 109, 116, 126, 132, 144, 156, 171, 174, 180, 189, 203, 210, 219]
[4, 34, 54, 70, 76, 83, 91, 110, 119, 126, 132, 144, 153, 159, 164, 175, 182, 188, 193, 209, 219]
[4, 34, 54, 69, 80, 87, 98, 100, 109, 116, 126, 132, 144, 156, 174, 180, 189, 203, 206, 212, 220]
[4, 34, 54, 69, 77, 86, 93, 95, 116, 119, 124, 136, 140, 146, 159, 173, 182, 186, 190, 205, 214]
[4, 34, 54, 70, 76, 84, 91, 105, 112, 117, 125, 132, 140, 146, 159, 173, 180, 189, 201, 206, 214]
[4, 34, 54, 69, 77, 86, 93, 103, 117, 125, 132, 143, 155, 161, 173, 181, 189, 201, 205, 212, 220]
[4, 34, 54, 70, 81, 88, 91, 101, 111, 119, 125, 132, 143, 151, 159, 164, 174, 182, 188, 203, 213]
[4, 34, 54, 70, 76, 84, 91, 106, 116, 127, 135, 144, 159, 172, 175, 181, 187, 190, 207, 213, 215]
[4, 34, 54, 69, 77, 86, 93, 94, 111, 119, 129, 135, 140, 146, 155, 159, 174, 182, 188, 203, 213]
[4, 34, 54, 70, 81, 88, 91, 106, 119, 126, 132, 144, 156, 172, 173, 180, 189, 202, 211, 218, 221]
[34, 54, 70, 81, 88, 91, 104, 109, 116, 127, 135, 144, 156, 172, 173, 180, 187, 189, 202, 211, 219]
[34, 54, 70, 76, 84, 91, 104, 117, 125, 136, 140, 152, 156, 172, 173, 177, 182, 188, 192, 206, 214]
[34, 54, 70, 81, 88, 91, 100, 111, 119, 125, 136, 139, 146, 159, 173, 180, 189, 194, 207, 213, 215]
[34, 54, 70, 76, 84, 91, 105, 117, 125, 132, 143, 145, 156, 172, 173, 181, 189, 201, 206, 213, 215]
[4, 34, 54, 69, 77, 86, 92, 94, 110, 119, 126, 132, 144, 156, 171, 176, 182, 186, 190, 208, 215]
[4, 34, 54, 70, 76, 84, 91, 106, 119, 125, 136, 144, 156, 172, 173, 180, 189, 193, 204, 210, 219]
[4, 34, 54, 69, 76, 81, 89, 91, 110, 120, 126, 131, 145, 159, 171, 178, 182, 185, 188, 207, 214]
[4, 34, 54, 70, 81, 88, 91, 106, 116, 126, 132, 144, 145, 159, 172, 174, 180, 189, 203, 210, 219]
[4, 34, 54, 69, 80, 87, 98, 101, 110, 119, 126, 132, 144, 155, 160, 172, 182, 185, 190, 208, 215]
[4, 34, 54, 70, 76, 84, 91, 104, 109, 119, 125, 136, 144, 159, 173, 180, 189, 193, 203, 210, 219]
[34, 54, 70, 81, 88, 91, 100, 113, 119, 125, 132, 143, 145, 156, 172, 173, 180, 189, 202, 206, 214]
